Row,Predicted
t1674,neutral
t1675,positive
t1676,positive
t1677,neutral
t1678,neutral
t1679,neutral
t1680,negative
t1681,neutral
t1682,neutral
t1683,positive
t1684,neutral
t1685,neutral
t1686,neutral
t1687,negative
t1688,neutral
t1689,neutral
t1690,neutral
t1691,neutral
t1692,neutral
t1693,neutral
t1694,neutral
t1695,neutral
t1696,neutral
t1697,neutral
t1698,neutral
t1699,neutral
t1700,neutral
t1701,neutral
t1702,neutral
t1703,neutral
t1704,neutral
t1705,neutral
t1706,neutral
t1707,positive
t1708,neutral
t1709,neutral
t1710,neutral
t1711,neutral
t1712,positive
t1713,positive
t1714,neutral
t1715,neutral
t1716,neutral
t1717,neutral
t1718,neutral
t1719,neutral
t1720,neutral
t1721,neutral
t1722,neutral
t1723,neutral
t1724,neutral
t1725,neutral
t1726,negative
t1727,neutral
t1728,neutral
t1729,neutral
t1730,neutral
t1731,positive
t1732,neutral
t1733,neutral
t1734,positive
t1735,neutral
t1736,neutral
t1737,neutral
t1738,neutral
t1739,neutral
t1740,neutral
t1741,neutral
t1742,neutral
t1743,neutral
t1744,neutral
t1745,positive
t1746,neutral
t1747,neutral
t1748,neutral
t1749,neutral
t1750,neutral
t1751,positive
t1752,neutral
t1753,neutral
t1754,neutral
t1755,neutral
t1756,neutral
t1757,neutral
t1758,neutral
t1759,neutral
t1760,neutral
t1761,neutral
t1762,neutral
t1763,neutral
t1764,neutral
t1765,neutral
t1766,neutral
t1767,neutral
t1768,neutral
t1769,neutral
t1770,neutral
t1771,neutral
t1772,neutral
t1773,neutral
t1774,neutral
t1775,neutral
t1776,neutral
t1777,neutral
t1778,neutral
t1779,neutral
t1780,neutral
t1781,neutral
t1782,neutral
t1783,neutral
t1784,neutral
t1785,neutral
t1786,neutral
t1787,neutral
t1788,neutral
t1789,neutral
t1790,neutral
t1791,neutral
t1792,neutral
t1793,neutral
t1794,neutral
t1795,neutral
t1796,positive
t1797,positive
t1798,neutral
t1799,positive
t1800,neutral
t1801,neutral
t1802,neutral
t1803,positive
t1804,positive
t1805,positive
t1806,negative
t1807,neutral
t1808,neutral
t1809,neutral
t1810,neutral
t1811,neutral
t1812,neutral
t1813,neutral
t1814,neutral
t1815,neutral
t1816,neutral
t1817,neutral
t1818,neutral
t1819,neutral
t1820,neutral
t1821,neutral
t1822,neutral
t1823,neutral
t1824,neutral
t1825,neutral
t1826,neutral
t1827,neutral
t1828,neutral
t1829,neutral
t1830,neutral
t1831,neutral
t1832,neutral
t1833,neutral
t1834,positive
t1835,positive
t1836,neutral
t1837,neutral
t1838,neutral
t1839,neutral
t1840,neutral
t1841,neutral
t1842,neutral
t1843,neutral
t1844,positive
t1845,neutral
t1846,neutral
t1847,neutral
t1848,neutral
t1849,positive
t1850,neutral
t1851,neutral
t1852,neutral
t1853,neutral
t1854,neutral
t1855,neutral
t1856,neutral
t1857,neutral
t1858,neutral
t1859,neutral
t1860,neutral
t1861,neutral
t1862,neutral
t1863,neutral
t1864,neutral
t1865,neutral
t1866,positive
t1867,positive
t1868,positive
t1869,neutral
t1870,neutral
t1871,neutral
t1872,neutral
t1873,neutral
t1874,neutral
t1875,neutral
t1876,neutral
t1877,neutral
t1878,neutral
t1879,positive
t1880,neutral
t1881,neutral
t1882,negative
t1883,positive
t1884,neutral
t1885,neutral
t1886,neutral
t1887,neutral
t1888,neutral
t1889,neutral
t1890,neutral
t1891,neutral
t1892,neutral
t1893,neutral
t1894,neutral
t1895,neutral
t1896,neutral
t1897,neutral
t1898,neutral
t1899,neutral
t1900,neutral
t1901,positive
t1902,positive
t1903,neutral
t1904,positive
t1905,positive
t1906,neutral
t1907,neutral
t1908,neutral
t1909,neutral
t1910,neutral
t1911,neutral
t1912,neutral
t1913,neutral
t1914,positive
t1915,neutral
t1916,neutral
t1917,neutral
t1918,neutral
t1919,neutral
t1920,neutral
t1921,neutral
t1922,neutral
t1923,neutral
t1924,neutral
t1925,positive
t1926,neutral
t1927,neutral
t1928,neutral
t1929,neutral
t1930,neutral
t1931,neutral
t1932,neutral
t1933,neutral
t1934,neutral
t1935,neutral
t1936,neutral
t1937,neutral
t1938,neutral
t1939,neutral
t1940,neutral
t1941,neutral
t1942,neutral
t1943,neutral
t1944,neutral
t1945,neutral
t1946,neutral
t1947,neutral
t1948,neutral
t1949,neutral
t1950,neutral
t1951,neutral
t1952,neutral
t1953,neutral
t1954,neutral
t1955,neutral
t1956,neutral
t1957,neutral
t1958,neutral
t1959,neutral
t1960,neutral
t1961,neutral
t1962,neutral
t1963,neutral
t1964,neutral
t1965,neutral
t1966,neutral
t1967,positive
t1968,neutral
t1969,positive
t1970,neutral
t1971,neutral
t1972,neutral
t1973,neutral
t1974,neutral
t1975,neutral
t1976,neutral
t1977,neutral
t1978,neutral
t1979,neutral
t1980,neutral
t1981,neutral
t1982,neutral
t1983,neutral
t1984,neutral
t1985,neutral
t1986,neutral
t1987,neutral
t1988,neutral
t1989,neutral
t1990,neutral
t1991,neutral
t1992,neutral
t1993,neutral
t1994,neutral
t1995,neutral
t1996,neutral
t1997,neutral
t1998,neutral
t1999,neutral
t2000,neutral
t2001,neutral
t2002,neutral
t2003,neutral
t2004,neutral
t2005,neutral
t2006,neutral
t2007,neutral
t2008,neutral
t2009,neutral
t2010,neutral
t2011,neutral
t2012,neutral
t2013,neutral
t2014,neutral
t2015,neutral
t2016,neutral
t2017,neutral
t2018,neutral
t2019,neutral
t2020,neutral
t2021,neutral
t2022,neutral
t2023,neutral
t2024,neutral
t2025,neutral
t2026,neutral
t2027,neutral
t2028,neutral
t2029,neutral
t2030,neutral
t2031,neutral
t2032,neutral
t2033,neutral
t2034,neutral
t2035,neutral
t2036,neutral
t2037,neutral
t2038,neutral
t2039,positive
t2040,neutral
t2041,positive
t2042,neutral
t2043,positive
t2044,positive
t2045,neutral
t2046,positive
t2047,negative
t2048,neutral
t2049,positive
t2050,neutral
t2051,neutral
t2052,neutral
t2053,neutral
t2054,positive
t2055,positive
t2056,neutral
t2057,neutral
t2058,neutral
t2059,neutral
t2060,neutral
t2061,neutral
t2062,positive
t2063,neutral
t2064,neutral
t2065,negative
t2066,neutral
t2067,neutral
t2068,neutral
t2069,neutral
t2070,neutral
t2071,neutral
t2072,neutral
t2073,neutral
t2074,negative
t2075,neutral
t2076,neutral
t2077,neutral
t2078,neutral
t2079,neutral
t2080,neutral
t2081,neutral
t2082,neutral
t2083,neutral
t2084,neutral
t2085,neutral
t2086,neutral
t2087,neutral
t2088,neutral
t2089,neutral
t2090,neutral
t2091,neutral
t2092,neutral
t2093,positive
t2094,neutral
t2095,neutral
t2096,positive
t2097,neutral
t2098,positive
t2099,neutral
t2100,positive
t2101,positive
t2102,neutral
t2103,neutral
t2104,neutral
t2105,neutral
t2106,neutral
t2107,neutral
t2108,neutral
t2109,neutral
t2110,neutral
t2111,neutral
t2112,neutral
t2113,neutral
t2114,neutral
t2115,neutral
t2116,neutral
t2117,neutral
t2118,neutral
t2119,neutral
t2120,neutral
t2121,neutral
t2122,neutral
t2123,neutral
t2124,neutral
t2125,neutral
t2126,positive
t2127,neutral
t2128,neutral
t2129,neutral
t2130,neutral
t2131,neutral
t2132,neutral
t2133,neutral
t2134,neutral
t2135,neutral
t2136,neutral
t2137,neutral
t2138,neutral
t2139,neutral
t2140,neutral
t2141,neutral
t2142,neutral
t2143,neutral
t2144,neutral
t2145,neutral
t2146,neutral
t2147,neutral
t2148,neutral
t2149,neutral
t2150,neutral
t2151,neutral
t2152,neutral
t2153,neutral
t2154,neutral
t2155,neutral
t2156,neutral
t2157,neutral
t2158,neutral
t2159,neutral
t2160,neutral
t2161,neutral
t2162,neutral
t2163,neutral
t2164,neutral
t2165,neutral
t2166,neutral
t2167,neutral
t2168,neutral
t2169,neutral
t2170,positive
t2171,neutral
t2172,neutral
t2173,neutral
t2174,neutral
t2175,neutral
t2176,neutral
t2177,positive
t2178,neutral
t2179,negative
t2180,neutral
t2181,neutral
t2182,neutral
t2183,positive
t2184,neutral
t2185,positive
t2186,negative
t2187,neutral
t2188,neutral
t2189,neutral
t2190,neutral
t2191,neutral
t2192,neutral
t2193,neutral
t2194,neutral
t2195,neutral
t2196,neutral
t2197,neutral
t2198,neutral
t2199,neutral
t2200,neutral
t2201,neutral
t2202,neutral
t2203,neutral
t2204,neutral
t2205,neutral
t2206,neutral
t2207,neutral
t2208,neutral
t2209,positive
t2210,neutral
t2211,neutral
t2212,neutral
t2213,negative
t2214,neutral
t2215,neutral
t2216,neutral
t2217,neutral
t2218,neutral
t2219,neutral
t2220,neutral
t2221,neutral
t2222,neutral
t2223,neutral
t2224,neutral
t2225,neutral
t2226,neutral
t2227,neutral
t2228,neutral
t2229,positive
t2230,neutral
t2231,neutral
t2232,neutral
t2233,neutral
t2234,neutral
t2235,neutral
t2236,neutral
t2237,neutral
t2238,neutral
t2239,neutral
t2240,neutral
t2241,neutral
t2242,neutral
t2243,neutral
t2244,neutral
t2245,neutral
t2246,neutral
t2247,neutral
t2248,neutral
t2249,neutral
t2250,neutral
t2251,neutral
t2252,neutral
t2253,neutral
t2254,neutral
t2255,neutral
t2256,neutral
t2257,neutral
t2258,neutral
t2259,neutral
t2260,neutral
t2261,neutral
t2262,neutral
t2263,neutral
t2264,neutral
t2265,neutral
t2266,neutral
t2267,neutral
t2268,neutral
t2269,neutral
t2270,neutral
t2271,neutral
t2272,neutral
t2273,neutral
t2274,neutral
t2275,neutral
t2276,neutral
t2277,neutral
t2278,neutral
t2279,neutral
t2280,neutral
t2281,neutral
t2282,neutral
t2283,neutral
t2284,positive
t2285,neutral
t2286,neutral
t2287,neutral
t2288,positive
t2289,neutral
t2290,neutral
t2291,neutral
t2292,neutral
t2293,neutral
t2294,positive
t2295,neutral
t2296,neutral
t2297,neutral
t2298,neutral
t2299,neutral
t2300,neutral
t2301,neutral
t2302,neutral
t2304,neutral
t2303,neutral
t2305,neutral
t2306,neutral
t2307,neutral
t2308,neutral
t2309,neutral
t2310,neutral
t2311,neutral
t2312,neutral
t2313,neutral
t2314,neutral
t2315,neutral
t2316,neutral
t2317,neutral
t2318,neutral
t2319,neutral
t2320,neutral
t2321,neutral
t2322,neutral
t2323,neutral
t2324,neutral
t2325,neutral
t2326,neutral
t2327,neutral
t2328,neutral
t2329,neutral
t2330,neutral
t2331,neutral
t2332,neutral
t2333,neutral
t2334,neutral
t2335,neutral
t2336,neutral
t2337,neutral
t2338,neutral
t2339,neutral
t2340,neutral
t2341,neutral
t2342,neutral
t2343,neutral
t2344,neutral
t2345,neutral
t2346,neutral
t2347,neutral
t2348,neutral
t2349,neutral
t2350,neutral
t2351,neutral
t2352,neutral
t2353,neutral
t2354,neutral
t2355,neutral
t2356,neutral
t2357,neutral
t2358,neutral
t2359,positive
t2360,neutral
t2361,neutral
t2362,neutral
t2363,positive
t2364,neutral
t2365,positive
t2366,positive
t2367,neutral
t2368,positive
t2369,neutral
t2370,neutral
t2371,neutral
t2372,neutral
t2373,negative
t2374,neutral
t2375,neutral
t2376,neutral
t2377,neutral
t2378,neutral
t2379,neutral
t2380,neutral
t2381,neutral
t2382,neutral
t2383,neutral
t2384,neutral
t2385,neutral
t2386,neutral
t2387,neutral
t2388,neutral
t2389,neutral
t2390,neutral
t2391,neutral
t2392,neutral
t2393,neutral
t2394,positive
t2395,positive
t2396,neutral
t2397,positive
t2398,neutral
t2399,negative
t2400,neutral
t2401,negative
t2402,neutral
t2403,neutral
t2404,neutral
t2405,neutral
t2406,neutral
t2407,neutral
t2408,neutral
t2409,neutral
t2410,neutral
t2411,neutral
t2412,neutral
t2413,neutral
t2414,neutral
t2415,neutral
t2416,neutral
t2417,neutral
t2418,neutral
t2419,neutral
t2420,neutral
t2421,neutral
t2422,neutral
t2423,neutral
t2424,neutral
t2425,neutral
t2426,neutral
t2427,neutral
t2428,neutral
t2429,neutral
t2430,neutral
t2431,neutral
t2432,neutral
t2433,neutral
t2434,neutral
t2435,neutral
t2436,neutral
t2437,neutral
t2438,neutral
t2439,neutral
t2440,neutral
t2441,neutral
t2442,neutral
t2443,neutral
t2444,neutral
t2445,neutral
t2446,neutral
t2447,neutral
t2448,neutral
t2449,neutral
t2450,neutral
t2451,neutral
t2452,neutral
t2453,neutral
t2454,neutral
t2455,neutral
t2456,neutral
t2457,neutral
t2458,neutral
t2459,neutral
t2460,neutral
t2461,neutral
t2462,neutral
t2463,neutral
t2464,neutral
t2465,neutral
t2466,neutral
t2467,neutral
t2468,positive
t2469,neutral
t2470,neutral
t2471,positive
t2472,negative
t2473,neutral
t2474,neutral
t2475,neutral
t2476,neutral
t2477,neutral
t2478,neutral
t2479,neutral
t2480,neutral
t2481,neutral
t2482,neutral
t2483,neutral
t2484,neutral
t2485,neutral
t2486,neutral
t2487,neutral
t2488,neutral
t2489,neutral
t2490,neutral
t2491,neutral
t2492,neutral
t2493,neutral
t2494,neutral
t2495,neutral
t2496,neutral
t2497,neutral
t2498,neutral
t2499,neutral
t2500,neutral
t2501,neutral
t2502,neutral
t2503,neutral
t2504,neutral
t2505,neutral
t2506,neutral
t2507,neutral
t2508,neutral
t2509,neutral
t2510,neutral
t2511,neutral
t2512,neutral
t2513,neutral
t2514,neutral
t2515,neutral
t2516,neutral
t2517,neutral
t2518,neutral
t2519,neutral
t2520,neutral
t2521,neutral
t2522,neutral
t2523,neutral
t2524,neutral
t2525,neutral
t2526,neutral
t2527,neutral
t2528,neutral
t2529,neutral
t2530,neutral
t2531,neutral
t2532,neutral
t2533,neutral
t2534,neutral
t2535,neutral
t2536,neutral
t2537,neutral
t2538,neutral
t2539,neutral
t2540,positive
t2541,neutral
t2542,neutral
t2543,neutral
t2544,neutral
t2545,neutral
t2546,neutral
t2547,neutral
t2548,neutral
t2549,neutral
t2550,neutral
t2551,neutral
t2552,neutral
t2553,neutral
t2554,neutral
t2555,neutral
t2556,neutral
t2557,neutral
t2558,neutral
t2559,neutral
t2560,neutral
t2561,neutral
t2562,neutral
t2563,neutral
t2564,neutral
t2565,neutral
t2566,neutral
t2567,neutral
t2568,neutral
t2569,neutral
t2570,neutral
t2571,neutral
t2572,neutral
t2573,neutral
t2574,neutral
t2575,neutral
t2576,neutral
t2577,neutral
t2578,neutral
t2579,neutral
t2580,neutral
t2581,neutral
t2582,neutral
t2583,neutral
t2584,neutral
t2585,neutral
t2586,neutral
t2587,neutral
t2588,neutral
t2589,neutral
t2590,neutral
t2591,neutral
t2592,neutral
t2593,neutral
t2594,neutral
t2595,neutral
t2596,neutral
t2597,neutral
t2598,neutral
t2599,neutral
t2600,neutral
t2601,neutral
t2602,neutral
t2603,neutral
t2604,neutral
t2605,neutral
t2606,neutral
t2607,neutral
t2608,neutral
t2609,neutral
t2610,neutral
t2611,neutral
t2612,neutral
t2613,negative
t2614,positive
t2615,neutral
t2616,positive
t2617,neutral
t2618,neutral
t2619,neutral
t2620,neutral
t2621,neutral
t2622,neutral
t2623,neutral
t2624,neutral
t2625,neutral
t2626,neutral
t2627,neutral
t2628,neutral
t2629,neutral
t2630,neutral
t2631,neutral
t2632,neutral
t2633,neutral
t2634,neutral
t2635,neutral
t2636,positive
t2637,neutral
t2638,positive
t2639,neutral
t2640,neutral
t2641,neutral
t2642,neutral
t2643,neutral
t2644,neutral
t2645,neutral
t2646,neutral
t2647,neutral
t2648,neutral
t2649,neutral
t2650,neutral
t2651,neutral
t2652,neutral
t2653,neutral
t2654,neutral
t2655,positive
t2656,neutral
t2657,neutral
t2658,neutral
t2659,neutral
t2660,neutral
t2661,neutral
t2662,neutral
t2663,neutral
t2664,neutral
t2665,neutral
t2666,neutral
t2667,neutral
t2668,neutral
t2669,neutral
t2670,neutral
t2671,neutral
t2672,neutral
t2673,neutral
t2674,neutral
t2675,neutral
t2676,neutral
t2677,neutral
t2678,neutral
t2679,neutral
t2680,neutral
t2681,neutral
t2682,neutral
t2683,neutral
t2684,neutral
t2685,neutral
t2686,neutral
t2687,neutral
t2688,neutral
t2689,neutral
t2690,neutral
t2691,neutral
t2692,neutral
t2693,neutral
t2694,neutral
t2695,neutral
t2696,neutral
t2697,neutral
t2698,neutral
t2699,neutral
t2700,neutral
t2701,neutral
t2702,neutral
t2703,neutral
t2704,neutral
t2705,neutral
t2706,neutral
t2707,neutral
t2708,neutral
t2709,neutral
t2710,neutral
t2711,neutral
t2712,neutral
t2713,neutral
t2714,neutral
t2715,neutral
t2716,neutral
t2717,neutral
t2718,neutral
t2719,neutral
t2720,neutral
t2721,neutral
t2722,neutral
t2723,neutral
t2724,neutral
t2725,neutral
t2726,neutral
t2727,neutral
t2728,neutral
t2729,neutral
t2730,neutral
t2731,neutral
t2732,neutral
t2733,positive
t2734,neutral
t2735,neutral
t2736,neutral
t2737,neutral
t2738,neutral
t2739,neutral
t2740,neutral
t2741,neutral
t2742,neutral
t2743,neutral
t2744,neutral
t2745,neutral
t2746,neutral
t2747,neutral
t2748,neutral
t2749,neutral
t2750,neutral
t2751,neutral
t2752,neutral
t2753,neutral
t2754,neutral
t2755,neutral
t2756,neutral
t2757,neutral
t2758,neutral
t2759,neutral
t2760,neutral
t2761,neutral
t2762,neutral
t2763,neutral
t2764,positive
t2765,neutral
t2766,neutral
t2767,neutral
t2768,neutral
t2769,positive
t2770,neutral
t2771,neutral
t2772,neutral
t2773,neutral
t2774,positive
t2775,positive
t2776,neutral
t2778,positive
t2777,negative
t2779,positive
t2780,neutral
t2781,neutral
t2782,positive
t2783,neutral
t2784,neutral
t2785,positive
t2786,neutral
t2787,neutral
t2788,neutral
t2789,neutral
t2790,neutral
t2791,neutral
t2792,neutral
t2793,neutral
t2794,neutral
t2795,neutral
t2796,neutral
t2797,neutral
t2798,neutral
t2799,neutral
t2800,neutral
t2801,neutral
t2802,neutral
t2803,negative
t2804,neutral
t2805,neutral
t2806,neutral
t2807,neutral
t2808,neutral
t2809,neutral
t2810,neutral
t2811,neutral
t2812,neutral
t2813,neutral
t2814,neutral
t2815,neutral
t2816,neutral
t2817,neutral
t2818,neutral
t2819,neutral
t2820,neutral
t2821,neutral
t2822,neutral
t2823,neutral
t2824,neutral
t2825,neutral
t2826,neutral
t2827,neutral
t2828,neutral
t2829,neutral
t2830,neutral
t2831,neutral
t2832,neutral
t2833,neutral
t2834,neutral
t2835,neutral
t2836,neutral
t2837,neutral
t2838,neutral
t2839,neutral
t2840,neutral
t2841,neutral
t2842,neutral
t2843,neutral
t2844,neutral
t2845,neutral
t2846,neutral
t2847,neutral
t2848,neutral
t2849,neutral
t2850,neutral
t2851,neutral
t2852,neutral
t2853,neutral
t2854,neutral
t2855,neutral
t2856,neutral
t2857,neutral
t2858,neutral
t2859,neutral
t2860,neutral
t2861,neutral
t2862,neutral
t2863,neutral
t2864,neutral
t2865,neutral
t2866,neutral
t2867,neutral
t2868,neutral
t2869,positive
t2870,neutral
t2871,neutral
t2872,neutral
t2873,neutral
t2874,positive
t2875,neutral
t2876,neutral
t2877,neutral
t2878,neutral
t2879,neutral
t2880,neutral
t2881,neutral
t2882,neutral
t2883,neutral
t2884,neutral
t2885,neutral
t2886,neutral
t2887,neutral
t2888,neutral
t2889,neutral
t2890,neutral
t2891,neutral
t2892,neutral
t2893,neutral
t2894,neutral
t2895,neutral
t2896,neutral
t2897,neutral
t2898,neutral
t2899,neutral
t2900,neutral
t2901,neutral
t2902,neutral
t2903,neutral
t2904,neutral
t2905,neutral
t2906,neutral
t2907,neutral
t2908,neutral
t2909,neutral
t2910,neutral
t2911,neutral
t2912,neutral
t2913,neutral
t2914,neutral
t2915,neutral
t2916,neutral
t2917,neutral
t2918,neutral
t2919,neutral
t2920,neutral
t2921,neutral
t2922,neutral
t2923,neutral
t2924,neutral
t2925,neutral
t2926,neutral
t2927,neutral
t2928,neutral
t2929,neutral
t2930,neutral
t2931,neutral
t2932,neutral
t2933,neutral
t2934,neutral
t2935,neutral
t2936,neutral
t2937,neutral
t2938,neutral
t2939,neutral
t2940,neutral
t2941,neutral
t2942,neutral
t2943,neutral
t2944,neutral
t2945,neutral
t2946,neutral
t2947,positive
t2948,neutral
t2949,negative
t2950,neutral
t2951,neutral
t2952,neutral
t2953,neutral
t2954,neutral
t2955,neutral
t2956,neutral
t2957,neutral
t2958,neutral
t2959,neutral
t2960,neutral
t2961,neutral
t2962,neutral
t2963,positive
t2964,positive
t2965,neutral
t2966,neutral
t2967,neutral
t2968,neutral
t2969,neutral
t2970,neutral
t2971,neutral
t2972,neutral
t2973,neutral
t2974,neutral
t2975,neutral
t2976,neutral
t2977,neutral
t2978,neutral
t2979,neutral
t2980,neutral
t2981,neutral
t2982,neutral
t2983,negative
t2984,neutral
t2985,neutral
t2986,neutral
t2987,neutral
t2988,neutral
t2989,neutral
t2990,neutral
t2991,neutral
t2992,neutral
t2993,neutral
t2994,neutral
t2995,neutral
t2996,neutral
t2997,neutral
t2998,neutral
t2999,neutral
t3000,neutral
t3001,neutral
t3002,neutral
t3003,neutral
t3004,neutral
t3005,neutral
t3006,neutral
t3007,neutral
t3008,neutral
t3009,neutral
t3010,neutral
t3011,neutral
t3012,neutral
t3013,neutral
t3014,neutral
t3015,neutral
t3016,neutral
t3017,neutral
t3018,neutral
t3019,neutral
t3020,neutral
t3021,neutral
t3022,neutral
t3023,neutral
t3024,neutral
t3025,neutral
t3026,neutral
t3027,neutral
t3028,neutral
t3029,neutral
t3030,negative
t3031,neutral
t3032,neutral
t3033,neutral
t3034,neutral
t3035,neutral
t3036,positive
t3037,neutral
t3038,neutral
t3039,neutral
t3040,neutral
t3041,neutral
t3042,neutral
t3043,neutral
t3044,neutral
t3045,neutral
t3046,neutral
t3047,neutral
t3048,neutral
t3049,neutral
t3050,neutral
t3051,neutral
t3052,neutral
t3053,neutral
t3054,neutral
t3055,neutral
t3056,neutral
t3057,neutral
t3058,neutral
t3059,neutral
t3060,positive
t3061,neutral
t3062,neutral
t3063,neutral
t3064,neutral
t3065,neutral
t3066,neutral
t3067,neutral
t3068,neutral
t3069,neutral
t3070,neutral
t3071,neutral
t3072,neutral
t3073,neutral
t3074,neutral
t3075,neutral
t3076,neutral
t3077,neutral
t3078,neutral
t3079,positive
t3080,neutral
t3081,neutral
t3082,neutral
t3083,neutral
t3084,neutral
t3085,neutral
t3086,neutral
t3087,neutral
t3088,neutral
t3089,neutral
t3090,neutral
t3091,neutral
t3092,neutral
t3093,neutral
t3094,neutral
t3095,neutral
t3096,neutral
t3097,neutral
t3098,neutral
t3099,neutral
t3100,neutral
t3101,neutral
t3102,neutral
t3103,neutral
t3104,neutral
t3105,neutral
t3106,neutral
t3107,neutral
t3108,neutral
t3109,neutral
t3110,neutral
t3111,neutral
t3112,neutral
t3113,neutral
t3114,neutral
t3115,neutral
t3116,neutral
t3117,neutral
t3118,neutral
t3119,neutral
t3120,neutral
t3121,neutral
t3122,neutral
t3123,negative
t3124,neutral
t3125,neutral
t3126,neutral
t3127,neutral
t3128,neutral
t3129,neutral
t3130,neutral
t3131,neutral
t3132,neutral
t3133,neutral
t3134,neutral
t3135,neutral
t3136,positive
t3137,neutral
t3138,neutral
t3139,neutral
t3140,positive
t3141,neutral
t3142,neutral
t3143,neutral
t3144,neutral
t3145,neutral
t3146,neutral
t3147,neutral
t3148,neutral
t3149,neutral
t3150,neutral
t3151,neutral
t3152,neutral
t3153,neutral
t3154,neutral
t3155,neutral
t3156,neutral
t3157,neutral
t3158,neutral
t3159,neutral
t3160,neutral
t3161,neutral
t3162,neutral
t3163,neutral
t3164,neutral
t3165,neutral
t3166,neutral
t3167,neutral
t3168,neutral
t3169,neutral
t3170,neutral
t3171,neutral
t3172,neutral
t3173,neutral
t3174,neutral
t3175,neutral
t3176,neutral
t3177,neutral
t3178,neutral
t3179,neutral
t3180,neutral
t3181,neutral
t3182,neutral
t3183,neutral
t3184,neutral
t3185,neutral
t3186,neutral
t3187,neutral
t3188,neutral
t3189,neutral
t3190,neutral
t3191,neutral
t3192,neutral
t3193,neutral
t3194,neutral
t3195,neutral
t3196,neutral
t3197,neutral
t3198,neutral
t3199,neutral
t3200,neutral
t3201,neutral
t3202,neutral
t3203,neutral
t3204,neutral
t3205,neutral
t3206,neutral
t3207,neutral
t3208,neutral
t3209,neutral
t3210,neutral
t3211,neutral
t3212,negative
t3213,neutral
t3214,neutral
t3215,neutral
t3216,neutral
t3217,positive
t3218,neutral
t3219,neutral
t3220,neutral
t3221,neutral
t3222,neutral
t3223,neutral
t3224,neutral
t3225,neutral
t3226,neutral
t3227,neutral
t3228,neutral
t3229,neutral
t3230,neutral
t3231,neutral
t3232,neutral
t3233,neutral
t3234,neutral
t3235,neutral
t3236,neutral
t3237,neutral
t3238,neutral
t3239,neutral
t3240,neutral
t3241,neutral
t3242,neutral
t3243,neutral
t3244,neutral
t3245,neutral
t3246,neutral
t3247,neutral
t3248,neutral
t3249,neutral
t3250,neutral
t3251,neutral
t3252,neutral
t3253,neutral
t3254,neutral
t3255,neutral
t3256,neutral
t3257,neutral
t3258,negative
t3259,neutral
t3260,neutral
t3261,neutral
t3262,neutral
t3263,neutral
t3264,neutral
t3265,neutral
t3266,neutral
t3267,neutral
t3268,neutral
